,latitude,longitude
283,33.3613781,-111.91037630000001
284,33.507982399999996,-112.047963
285,41.4492011514,-81.4957415079
286,41.4492011514,-81.4957415079
287,33.383454,-111.85717779999999
288,36.1703149,-115.1448997
289,36.0373841989,-115.242948945
290,33.581511,-111.879218
291,33.581511,-111.879218
292,35.220610799999996,-80.8173398
293,33.5381393,-111.88943909999999
294,36.1174214,-115.1701669
295,36.285695931599996,-115.1789733963
296,33.462697999999996,-112.34153429999999
297,40.4396782,-79.9959316
298,36.1168022203,-115.1856471948
299,36.151269,-115.33277199999999
300,36.151269,-115.33277199999999
301,36.0603197442,-115.24162308129999
302,36.1684421,-115.2869756
303,36.1180802326,-115.1724323608
304,36.1180802326,-115.1724323608
305,36.1180802326,-115.1724323608
306,36.1180802326,-115.1724323608
307,33.5820044,-112.236958
308,41.153419,-81.864609
309,36.1417857,-115.1191783
310,33.480032,-112.07656399999999
311,33.499386300000005,-111.9265696
312,36.116901,-115.19351200000001
313,40.4610218,-79.922675
314,33.53933,-112.18321399999999
315,33.4347080564,-111.86580482709999
316,36.0202484,-115.0899679
317,36.0709692414,-115.29844656590001
318,33.3197621535,-111.8976470454
319,35.2206969,-80.94124140000001
320,33.453786902,-111.9271659851
321,36.0651276243,-115.11908590790001
322,33.626831376,-112.1002996485
323,33.626831376,-112.1002996485
324,36.218876200000004,-115.2929422
325,36.1199282584,-115.17243504540001
326,36.1199282584,-115.17243504540001
327,33.583909000000006,-111.922234
328,33.494225,-111.93146100000001
329,36.117207,-115.18826100000001
330,36.22039118,-115.3243984998
331,33.647405,-112.030275
332,36.1217538915,-115.3143929477
333,33.638766,-112.150357
334,33.467338,-111.68502
335,33.5025411,-111.9330128
336,36.116436835100004,-115.1721597683
337,33.637504,-112.270825
338,40.448935,-80.17455600000001
339,36.102091181300004,-115.17177836540002
340,35.2286689,-80.84241
341,33.3182956,-111.6874344
342,36.1223280185,-115.17011184280001
343,36.1594376869,-115.31662871889999
344,36.0900669068,-115.17697289739999
345,36.103409,-115.17233999999999
346,36.1362575,-115.15125259999998
347,33.4630705155,-112.27787686719999
348,36.0514499584,-115.2441147342
349,35.2065071258,-80.8602583075
350,36.075005,-115.07386100000001
351,36.0583571386,-115.27841122209999
352,33.6268709,-111.8931338
353,36.219120399999994,-115.280934
354,36.1274446,-115.22501409999998
355,36.107077000000004,-115.152193
356,33.326614,-111.85820929999998
357,33.509564000000005,-112.04087870000001
358,33.3349062,-111.8270582
359,36.074289,-115.08286299999999
360,36.074289,-115.08286299999999
361,36.11322,-115.17688999999999
362,36.11322,-115.17688999999999
363,36.11322,-115.17688999999999
364,33.639741,-111.94437759999998
365,36.125380799999995,-115.1959803
366,36.125380799999995,-115.1959803
367,36.125380799999995,-115.1959803
368,33.306194603,-111.7554070428
369,41.3853423,-81.4406239
370,33.6020880774,-112.2895198281
371,33.393119899999995,-111.7207562
372,36.122689,-115.17016299999999
373,36.122689,-115.17016299999999
374,36.126649,-115.225307
375,36.126649,-115.225307
376,36.1022995155,-115.20245064049999
377,33.4510395,-112.0992886
378,33.2781035,-111.79133359999999
379,41.3135096898,-81.5569987893
380,36.2388943,-115.15570500000001
381,36.1001658,-115.1389824
382,36.1043905,-115.1367126
383,36.0987599,-115.1048341
384,33.4065733395,-111.9081115723
385,33.4065733395,-111.9081115723
386,41.4848615,-81.72649890000001
387,33.479700699999995,-112.07329990000001
388,36.1118765818,-115.1725530624
389,33.3201041,-111.74154309999999
390,36.0129763678,-114.9638344457
391,43.1831104,-89.2138433
392,36.115156899999995,-115.14971000000001
393,35.06408270000001,-80.7706718
394,36.1470835,-115.2982993
395,33.5689093073,-111.8898525286
396,36.011914942,-115.1534929499
397,35.224006599999996,-80.8976778
398,36.071028000000005,-115.1319412
399,33.6266202305,-111.9250245407
400,36.115157,-115.2319877
401,33.3048479208,-111.968229264
402,33.3906017259,-111.86437848959999
403,33.711346899999995,-112.1025488
404,36.0484864,-115.2243463
405,36.0484864,-115.2243463
406,40.145176899999996,-88.258404
407,33.466085,-112.01324299999999
408,35.0867844,-80.8810593
409,35.3481546,-80.85191090000001
410,36.1035296,-115.1723424
411,33.5798589,-112.12211979999998
412,33.4331241538,-111.8687808444
413,36.106621999999994,-115.136342
414,36.050869,-115.2441452
415,36.050869,-115.2441452
416,36.1140471648,-115.132257289
417,33.639101000000004,-112.06309669999999
418,36.118997836700004,-115.1703831351
419,36.118997836700004,-115.1703831351
420,33.494448,-111.925354
421,33.494448,-111.925354
422,43.075100461999995,-89.38106947819999
423,36.126315000000005,-115.21425900000001
424,36.126315000000005,-115.21425900000001
425,36.0621940089,-115.2418562125
426,40.437611082800004,-79.9191114697
427,36.102928000000006,-115.173847
428,33.449749181,-112.0753309742
429,33.3200036,-111.8583025
430,36.093063,-115.17631000000002
431,36.093063,-115.17631000000002
432,36.093063,-115.17631000000002
433,36.063677500000004,-115.2520419
434,35.1702847,-80.850039
435,36.109157,-115.154976
436,33.3216627,-111.9623696
437,33.3216627,-111.9623696
438,33.3216627,-111.9623696
439,36.0280976,-115.11892350000001
440,36.130189,-115.12929
441,41.462942,-81.461824
442,36.159710600000004,-115.23277490000001
443,36.11441370000001,-115.1958971
444,33.425768306900004,-111.94042288
445,33.422542,-111.903543
446,33.306251,-111.75932900000001
447,33.306251,-111.75932900000001
448,33.450784315,-112.26745868450001
449,40.4299984,-79.8132711
450,36.1761018,-115.2602821
451,36.1761018,-115.2602821
452,41.4516838761,-81.8343797699
453,36.121237,-115.17410500000001
454,35.9800381,-115.0979894
455,35.997962799999996,-115.12077659999999
456,35.997962799999996,-115.12077659999999
457,36.118117,-115.187298
458,36.118117,-115.187298
459,36.121177,-115.168596
460,33.385447,-111.68924299999999
461,43.087384,-89.358648
462,36.1606833526,-115.2897787476
463,33.5387916,-112.04804640000002
464,33.4473917315,-112.0728310466
465,41.342585,-81.82641
466,33.4642773053,-112.3403549194
467,36.0902237379,-115.1764392958
468,33.385164941599996,-111.68714448809999
469,33.385164941599996,-111.68714448809999
470,33.385164941599996,-111.68714448809999
471,36.144997,-115.175625
472,36.0198631,-115.2704078
473,36.1200235382,-115.1380123897
474,33.5303579,-111.925905
475,36.124829,-115.17199099999999
476,36.1362575,-115.15125259999998
477,36.020264000000005,-115.08856100000001
478,36.1713078,-115.14026750000001
479,33.5084764,-112.341953
480,35.9990681,-115.1068783
481,40.45152279999999,-80.1559775
482,36.1273748593,-115.2241710499
483,33.3765345,-111.8778341
484,36.070760187,-115.0883286676
485,36.115189,-115.168244
486,41.118850960500005,-81.4839608238
487,36.1703149,-115.1448997
488,36.1703149,-115.1448997
489,40.4068186,-79.91698620000001
490,36.0615179,-115.24247859999998
491,36.0373841989,-115.242948945
492,36.0373841989,-115.242948945
493,36.0373841989,-115.242948945
494,43.061321,-89.495974
495,35.97372090000001,-114.841642
496,33.581511,-111.879218
497,36.2155456,-115.2487979
498,41.3109346,-81.8357024
499,41.3139504327,-81.7344828791
500,36.020586,-115.127524
501,33.462697999999996,-112.34153429999999
502,36.042058399999995,-114.9838294
503,36.161278,-115.331443
504,36.151269,-115.33277199999999
505,36.0603197442,-115.24162308129999
506,36.0603197442,-115.24162308129999
507,36.0603197442,-115.24162308129999
508,36.1180802326,-115.1724323608
509,36.1180802326,-115.1724323608
510,40.4290767,-79.98221269999999
511,33.5820044,-112.236958
512,33.5896666,-112.1156378
513,36.0119846411,-115.15359856190001
514,43.073005,-89.453546
515,36.2618172942,-115.1912782341
516,36.114953,-115.22316299999999
517,33.5001328471,-111.9284620552
518,33.6577795707,-111.92996141799999
519,43.073255200000006,-89.5266501
520,43.073255200000006,-89.5266501
521,35.179294,-80.876098
522,36.097824200000005,-115.1817368
523,36.1183433533,-115.3388214111
524,40.358953,-80.029218
525,40.358953,-80.029218
526,33.626831376,-112.1002996485
527,33.626831376,-112.1002996485
528,33.626831376,-112.1002996485
529,33.626831376,-112.1002996485
530,36.0718892489,-115.0833531432
531,36.1720776,-115.14682979999999
532,40.110550700000005,-88.2399953
533,36.1199282584,-115.17243504540001
534,36.119468,-115.173077
535,36.1093921899,-115.1737730061
536,36.1161559,-115.17505759999999
537,36.1161559,-115.17505759999999
538,33.3893835,-112.13421909999998
539,36.143761732,-115.1699161191
540,33.330048100000006,-111.7909503
541,36.1257833505,-115.1659683726
542,36.2180235534,-115.1595860908
543,36.206848,-115.30054399999999
544,36.125592,-115.211199
545,36.102543,-115.16988400000001
546,33.5110320563,-112.0152788499
547,36.1740973156,-115.1451098718
548,35.0472603,-80.6427081
549,36.102091181300004,-115.17177836540002
550,41.4993921,-81.69139090000002
551,33.3182956,-111.6874344
552,33.511144,-112.114104
553,35.140348700000004,-80.7362745
554,36.1594376869,-115.31662871889999
555,36.0900669068,-115.17697289739999
556,36.0900669068,-115.17697289739999
557,36.0900669068,-115.17697289739999
558,36.095355639699996,-115.176614273
559,36.143785799999996,-115.2266305
560,33.454285999999996,-111.909405
561,36.1421161808,-115.17425156290001
562,33.478753999999995,-111.92548400000001
563,33.3047634,-111.948079
564,33.5825076235,-111.9312195007
565,36.0514499584,-115.2441147342
566,36.1410796647,-115.1193113918
567,33.5796797,-111.92754440000002
568,36.011478499999996,-114.99224109999999
569,36.108897999999996,-115.151261
570,36.108897999999996,-115.151261
571,40.4358226,-79.9230998
572,36.1001831,-115.138668
573,36.11322,-115.17688999999999
574,36.11322,-115.17688999999999
575,36.11322,-115.17688999999999
576,36.11322,-115.17688999999999
577,36.11322,-115.17688999999999
578,36.11322,-115.17688999999999
579,36.11322,-115.17688999999999
580,36.1125455098,-115.24261524219999
581,36.122689,-115.17016299999999
582,36.121189,-115.169657
583,36.121189,-115.169657
584,36.1517914562,-115.3327068215
585,35.3090905,-80.7477275
586,36.1154418446,-115.28856580799999
587,33.4234423,-112.2249659
588,36.1976942,-115.24708419999999
589,33.5329519271,-112.2607618891
590,33.5391796555,-111.9236706253
591,36.2795304427,-115.206069611
592,33.338335863800005,-111.97039735850001
593,41.483332399999995,-81.9209852
594,33.3906017259,-111.86437848959999
595,36.1028961488,-115.17019937959999
596,33.312756,-111.87506499999999
597,40.485010700000004,-80.0418647
598,33.4227278,-111.95145729999999
599,33.413244,-111.87357970000001
600,33.3179531038,-111.9671074491
601,41.3080872,-81.4390146
602,36.1471526137,-115.2999764308
603,36.0717181212,-115.243497734
604,36.144469052,-115.23667195690001
605,36.125380799999995,-115.1959803
606,40.437611082800004,-79.9191114697
607,36.102928000000006,-115.173847
608,33.4795519162,-111.92387612649999
609,33.4795519162,-111.92387612649999
610,36.093063,-115.17631000000002
611,33.2767552948,-111.7921988809
612,33.3216627,-111.9623696
613,33.3216627,-111.9623696
614,36.029537376,-115.08583690969999
615,36.029537376,-115.08583690969999
616,36.030869700000004,-115.0299456
617,36.116027100000004,-115.29441969999999
618,36.116027100000004,-115.29441969999999
619,36.0280976,-115.11892350000001
620,33.6571123677,-111.92673652299999
621,33.6571123677,-111.92673652299999
622,33.425768306900004,-111.94042288
623,33.450784315,-112.26745868450001
624,33.4139365,-111.92674879999998
625,35.145776899999994,-80.93653370000001
626,36.1226902,-115.1701939
627,36.121237,-115.17410500000001
628,36.121237,-115.17410500000001
629,35.997962799999996,-115.12077659999999
630,36.118117,-115.187298
631,36.118117,-115.187298
632,36.118117,-115.187298
633,33.551961,-112.100102
634,33.385447,-111.68924299999999
635,41.312453000000005,-81.825812
636,36.1099991328,-115.17429142889999
637,33.4473917315,-112.0728310466
638,33.4473917315,-112.0728310466
639,33.4473917315,-112.0728310466
640,33.3934215,-111.6983429
641,35.2153789012,-80.8554426119
642,36.053289899999996,-115.2795449
643,36.141082700000005,-115.13646409999998
644,41.498405825700004,-81.6893222745
645,33.71328870000001,-112.13976129999999
646,41.293935,-81.835899
647,36.2637787,-115.11762639999999
648,33.3185006589,-111.96805842639999
649,35.2231187519,-80.94038136569999
650,36.0765176,-115.1533426
651,36.11475,-115.1941
652,33.5084764,-112.341953
653,36.100509,-115.30268899999999
654,36.100509,-115.30268899999999
655,36.2029786001,-115.242925712
656,36.146908,-115.16237199999999
657,40.313235999999996,-88.13811070000001
658,40.313235999999996,-88.13811070000001
659,41.3143334164,-81.5172353
660,36.126103799999996,-115.20543219999999
661,41.152302500000005,-81.3882384
662,33.453647,-112.34051699999999
663,33.453647,-112.34051699999999
664,41.50126029999999,-81.6774073
665,36.115189,-115.168244
666,41.118850960500005,-81.4839608238
667,36.1438685015,-115.2226880008
668,33.4643735,-111.9275459
669,36.159014,-115.35134199999999
670,33.305586,-111.9798295
671,33.3810756,-111.722829
672,33.3260297,-111.8747445
673,33.33999,-111.860119
674,36.020945000000005,-115.26774499999999
675,36.0994443035,-115.17546848709999
676,33.485965281300004,-111.92656189379998
677,33.414221600000005,-111.7359993
678,33.414221600000005,-111.7359993
679,36.1317540411,-115.1642730431
680,43.0505454,-89.50397679999999
681,33.621655523499996,-111.89766577610001
682,36.2155456,-115.2487979
683,33.3337537,-111.89123300000001
684,36.142248600100004,-115.15661604700001
685,40.488901899999995,-79.874634
686,33.5820044,-112.236958
687,33.2617999,-111.8602743
688,33.3063792,-111.88623770000001
689,41.454476,-81.499003
690,33.495795199999996,-111.9330128
691,36.10352,-115.174608
692,36.117556,-115.188138
693,36.071835,-115.2947321
694,43.073005,-89.453546
695,36.1084453,-115.15263459999998
696,33.6174141,-112.3243235
697,33.477923,-112.07339499999999
698,33.5001328471,-111.9284620552
699,40.4610218,-79.922675
700,33.4347080564,-111.86580482709999
701,35.1465729,-80.80895
702,33.3197621535,-111.8976470454
703,36.1023786,-115.1745465
704,36.1023786,-115.1745465
705,33.4844697,-111.9249084
706,33.453786902,-111.9271659851
707,36.102723,-115.17428600000001
708,36.198725599999996,-115.24264690000001
709,40.1158162,-88.23900640000001
710,36.1161559,-115.17505759999999
711,33.6103455,-112.18703290000002
712,35.128028,-80.702461
713,41.4051987,-81.6928655
714,43.0794866,-89.3693954
715,33.4872149418,-112.0647604613
716,36.0667426618,-115.0418372093
717,33.6557032,-112.1529084
718,36.102543,-115.16988400000001
719,36.1158753,-115.2624585
720,36.102091181300004,-115.17177836540002
721,36.065113399999994,-115.0453797
722,33.5076,-112.291
723,36.1223280185,-115.17011184280001
724,36.1526625,-115.1518372
725,33.683460902600004,-111.9657790484
726,36.0900669068,-115.17697289739999
727,36.1053153086,-115.1723651199
728,41.154893900000005,-81.40089509999999
729,33.478753999999995,-111.92548400000001
730,40.411302,-80.007324
731,33.5380294431,-111.90567579020001
732,35.133801399999996,-80.7117827
733,36.120095,-115.171769
734,33.3194292,-111.8085672
735,40.459992086599996,-79.92448650829999
736,40.4439496,-79.9964366
737,33.321264500000005,-111.9116902
738,36.1264280647,-115.2013077572
739,36.285657,-115.17894799999999
740,36.108897999999996,-115.151261
741,33.3507059,-111.85969979999999
742,36.0516237,-115.244128
743,36.11322,-115.17688999999999
744,36.11322,-115.17688999999999
745,36.11322,-115.17688999999999
746,36.036526,-114.97741040000001
747,36.122689,-115.17016299999999
748,36.108999,-115.173179
749,36.121189,-115.169657
750,36.121189,-115.169657
751,35.4474418914,-80.8913036808
752,33.6237872,-111.90068229999999
753,33.5971716,-112.03619679999998
754,35.2971398,-81.1872699
755,33.6124852,-112.012193
756,33.7706684,-111.9824774
757,33.350057,-111.875229
758,33.384637,-111.80688500000001
759,33.5834783394,-112.0134559392
760,43.0967246413,-89.49803899969999
761,33.318690600000004,-111.94377709999999
762,41.6816013,-81.296011
763,36.0571035,-115.0434018
764,40.487933,-79.88736290000001
765,33.3048479208,-111.968229264
766,33.5670886,-112.11635279999999
767,40.429183200000004,-79.7954593
768,36.0460189434,-115.2440144867
769,33.3906017259,-111.86437848959999
770,33.3906017259,-111.86437848959999
771,33.3628909681,-111.9106654231
772,35.0053328,-80.9455681
773,33.3671700568,-112.073720529
774,36.238453778,-115.232391276
775,33.365382812,-111.7199324497
776,33.63834179999999,-112.2163379
777,33.304491999999996,-111.87363700000002
778,33.532125,-111.96086000000001
779,36.1471526137,-115.2999764308
780,36.1336673317,-115.1630947555
781,36.1336673317,-115.1630947555
782,33.4654778,-112.3560366
783,33.4654778,-112.3560366
784,33.3633605,-111.9097009
785,40.119807,-88.2438559
786,36.0621940089,-115.2418562125
787,36.0621940089,-115.2418562125
788,36.102928000000006,-115.173847
789,33.437548,-111.999108
790,36.0406276166,-115.1912561768
791,36.093063,-115.17631000000002
792,36.093063,-115.17631000000002
793,36.093063,-115.17631000000002
794,43.075273100000004,-89.39332009999998
795,35.1702847,-80.850039
796,33.3216627,-111.9623696
797,33.3216627,-111.9623696
798,33.611237,-112.164799
799,36.2857688,-115.2853389
800,36.2857688,-115.2853389
801,36.116027100000004,-115.29441969999999
802,36.0280976,-115.11892350000001
803,35.056699,-80.835367
804,33.6571123677,-111.92673652299999
805,33.6571123677,-111.92673652299999
806,33.425768306900004,-111.94042288
807,33.306251,-111.75932900000001
808,36.121237,-115.17410500000001
809,36.121237,-115.17410500000001
810,33.6809616,-112.23976509999999
811,36.118117,-115.187298
812,36.118117,-115.187298
813,36.118117,-115.187298
814,36.118117,-115.187298
815,33.3937655,-111.91018999999999
816,36.1606833526,-115.2897787476
817,36.1606833526,-115.2897787476
818,36.109487,-115.170771
819,35.435347,-80.6533619016
820,33.3936221,-111.90811599999999
821,33.4473917315,-112.0728310466
822,33.4798071,-112.0911877
823,36.1245818974,-115.1675528772
824,36.1245818974,-115.1675528772
825,33.4352284,-111.99782730000001
826,33.71328870000001,-112.13976129999999
827,33.5303579,-111.925905
828,36.124829,-115.17199099999999
829,36.124829,-115.17199099999999
830,36.124829,-115.17199099999999
831,36.124829,-115.17199099999999
832,36.124829,-115.17199099999999
833,36.1362575,-115.15125259999998
834,33.675239566500004,-112.0303877816
835,35.2231187519,-80.94038136569999
836,35.2231187519,-80.94038136569999
837,35.2231187519,-80.94038136569999
838,36.1267945039,-115.2410376816
839,33.42370519999999,-111.7728895
840,33.392896,-111.68408500000001
841,36.11475,-115.1941
842,33.4946842,-111.980277
843,33.4942321105,-112.28811342799999
844,33.5084764,-112.341953
845,36.1122018,-115.29806570000001
846,36.103190999999995,-115.16845500000001
847,33.308194131,-111.68498499110001
848,35.197737681,-80.8527190503
849,43.054857299999995,-89.3968559
850,35.03395820000001,-80.8047412
851,33.33999,-111.860119
852,36.1317540411,-115.1642730431
853,33.4523351,-111.68837350000001
854,36.105020700000004,-115.1735947
855,36.2155456,-115.2487979
856,36.2155456,-115.2487979
857,41.511106899999994,-81.60262519999999
858,33.58209179999999,-112.2390304
859,33.3337537,-111.89123300000001
860,33.6392147652,-112.23021416290001
861,36.1180802326,-115.1724323608
862,36.1180802326,-115.1724323608
863,36.1180802326,-115.1724323608
